dt,sunrise,sunset,temp,feels_like,pressure,humidity,dew_point,clouds,wind_speed,wind_deg,main,description,visibility,snow.1h,wind_gust,rain.1h
05-01-2025 14:00:00,05-01-2025 09:52:51,05-01-2025 16:57:35,-0.71,-5.16,1026,88,-2.25,75,4.0,240,Clouds,broken clouds,10000.0,,,
05-01-2025 15:00:00,05-01-2025 09:52:51,05-01-2025 16:57:35,-0.71,-5.8,1026,89,-2.11,75,5.0,220,Clouds,broken clouds,10000.0,,,
05-01-2025 16:00:00,05-01-2025 09:52:51,05-01-2025 16:57:35,-1.13,-4.86,1027,89,-2.53,100,3.0,200,Snow,light snow,7000.0,,,
05-01-2025 17:00:00,05-01-2025 09:52:51,05-01-2025 16:57:35,-1.69,-5.53,1027,92,-2.69,100,3.0,220,Clouds,overcast clouds,5000.0,,,
05-01-2025 18:00:00,05-01-2025 09:52:51,05-01-2025 16:57:35,-2.4,-6.38,1028,100,-2.4,100,3.0,200,Mist,mist,4300.0,,,
05-01-2025 19:00:00,05-01-2025 09:52:51,05-01-2025 16:57:35,-2.36,-6.34,1027,93,-3.22,100,3.0,200,Clouds,overcast clouds,8000.0,,,
05-01-2025 20:00:00,05-01-2025 09:52:51,05-01-2025 16:57:35,-2.41,-5.26,1028,93,-3.27,100,2.0,220,Clouds,overcast clouds,7000.0,,,
05-01-2025 21:00:00,05-01-2025 09:52:51,05-01-2025 16:57:35,-2.67,-6.71,1028,93,-3.53,100,3.0,220,Clouds,overcast clouds,10000.0,,,
05-01-2025 22:00:00,05-01-2025 09:52:51,05-01-2025 16:57:35,-2.7,-5.6,1028,93,-3.56,100,2.0,220,Snow,light snow,8000.0,,,
05-01-2025 23:00:00,05-01-2025 09:52:51,05-01-2025 16:57:35,-2.71,-6.76,1027,93,-3.57,100,3.0,220,Snow,light snow,10000.0,,,
06-01-2025 00:00:00,06-01-2025 09:52:16,06-01-2025 16:59:02,-3.53,-7.74,1028,93,-4.39,100,3.0,200,Clouds,overcast clouds,10000.0,,,
06-01-2025 01:00:00,06-01-2025 09:52:16,06-01-2025 16:59:02,-3.47,-7.67,1028,93,-4.33,100,3.0,200,Clouds,overcast clouds,10000.0,,,
06-01-2025 02:00:00,06-01-2025 09:52:16,06-01-2025 16:59:02,-3.4,-7.58,1027,86,-5.17,100,3.0,210,Clouds,overcast clouds,10000.0,,,
06-01-2025 03:00:00,06-01-2025 09:52:16,06-01-2025 16:59:02,-3.94,-9.84,1027,86,-5.71,100,5.0,210,Clouds,overcast clouds,10000.0,,,
06-01-2025 04:00:00,06-01-2025 09:52:16,06-01-2025 16:59:02,-3.7,-8.83,1028,80,-6.31,100,4.0,210,Clouds,overcast clouds,10000.0,,,
06-01-2025 05:00:00,06-01-2025 09:52:16,06-01-2025 16:59:02,-5.3,-10.79,1027,86,-7.05,100,4.0,200,Clouds,overcast clouds,10000.0,,,
06-01-2025 06:00:00,06-01-2025 09:52:16,06-01-2025 16:59:02,-5.34,-10.84,1027,86,-7.09,100,4.0,190,Clouds,overcast clouds,10000.0,,,
06-01-2025 07:00:00,06-01-2025 09:52:16,06-01-2025 16:59:02,-5.43,-10.95,1027,86,-7.18,100,4.0,190,Clouds,overcast clouds,10000.0,,,
06-01-2025 08:00:00,06-01-2025 09:52:16,06-01-2025 16:59:02,-5.43,-10.95,1026,86,-7.18,100,4.0,200,Clouds,overcast clouds,10000.0,,,
06-01-2025 09:00:00,06-01-2025 09:52:16,06-01-2025 16:59:02,-6.82,-12.39,1026,90,-8.03,100,3.69,187,Clouds,overcast clouds,,,,
06-01-2025 10:00:00,06-01-2025 09:52:16,06-01-2025 16:59:02,-6.76,-12.77,1027,90,-7.97,100,4.21,191,Clouds,overcast clouds,,,,
